selected,research_role,selection_category,material_id,structure_id,identifier,formula,a1_element,a2_element,b1_element,b2_element,a1_oxidation_state,a2_oxidation_state,b1_oxidation_state,b2_oxidation_state,decomposition_energy_per_atom,ensemble_mean,ensemble_std,error,goldschmidt_t,bartel_tau,site_group,magnetic_proxy,data_source
False,,,634705d2660f1387211b68fc,634705d2660f1387211b68f9,NaSnFeInO6,NaSnFeInO6,Na,Sn,Fe,In,1.0,4.0,4.0,3.0,0.124594,0.127575417,0.01306261737495858,0.002981417,0.844811,4.35309,A:Na-Sn|B:Fe-In,magnetic_B_proxy,Multinary_Oxides
False,,,634705d3103349a28b1b68bc,634705d3103349a28b1b68ba,NdTbSiZnO6,NdTbSiZnO6,Nd,Tb,Si,Zn,3.0,3.0,4.0,2.0,0.119591,0.11924225399999999,0.0036494855912621465,-0.0003487460000000109,0.926956,1.98466,A:Nd-Tb|B:Si-Zn,other_B,Multinary_Oxides
False,,,634705d5103349a28b1b68d0,634705d5103349a28b1b68ce,CaNaSbZrO6,CaNaSbZrO6,Ca,Na,Sb,Zr,2.0,1.0,5.0,4.0,0.00377146,0.0112409593,0.002876885426313533,0.007469499300000001,0.949102,4.14038,A:Ca-Na|B:Sb-Zr,other_B,Multinary_Oxides
False,,,634705d6103349a28b1b68d8,634705d6103349a28b1b68d6,CaInAlTiO6,CaInAlTiO6,Ca,In,Al,Ti,2.0,3.0,3.0,4.0,0.0669083,0.066560844,0.005861978310539027,-0.00034745600000000987,0.908112,3.4484,A:Ca-In|B:Al-Ti,other_B,Multinary_Oxides
False,,,634705d8103349a28b1b68e0,634705d7103349a28b1b68de,LaNiFeMgO6,LaNiFeMgO6,La,Ni,Fe,Mg,3.0,3.0,4.0,2.0,0.160171,0.17247609600000002,0.012625953020953708,0.012305096000000015,0.819934,4.22326,A:La-Ni|B:Fe-Mg,magnetic_B_proxy,Multinary_Oxides
False,,,634705db660f1387211b6948,634705db660f1387211b6945,NaNdCrW_O6,NaNdCrWO6,Na,Nd,Cr,W,1.0,2.0,3.0,6.0,0.0457674,0.06480186299999999,0.007862703227606774,0.019034462999999988,0.975684,4.21421,A:Na-Nd|B:Cr-W,magnetic_B_proxy,Multinary_Oxides
False,,,634705de103349a28b1b6910,634705de103349a28b1b690e,EuLaAlFeO6,EuLaAlFeO6,Eu,La,Al,Fe,2.0,3.0,3.0,4.0,0.0857772,0.07491599,0.00547830633758281,-0.010861209999999996,0.993918,3.09582,A:Eu-La|B:Al-Fe,magnetic_B_proxy,Multinary_Oxides
False,,,634705df103349a28b1b6914,634705de103349a28b1b6912,BaMgV_W_O6,BaMgVWO6,Ba,Mg,V,W,2.0,2.0,2.0,6.0,0.325175,0.328736622,0.018928440937407396,0.0035616219999999865,0.894431,4.1425,A:Ba-Mg|B:V-W,magnetic_B_proxy,Multinary_Oxides
False,,,634705e1660f1387211b6968,634705e1660f1387211b6965,HfTbGeLiO6,HfTbGeLiO6,Hf,Tb,Ge,Li,4.0,3.0,4.0,1.0,0.0671103,0.0702546964,0.007135526193817576,0.003144396399999999,0.81689,2.96846,A:Hf-Tb|B:Ge-Li,other_B,Multinary_Oxides
False,,,634705e6660f1387211b698c,634705e5660f1387211b698a,CeSnCoTbO6,CeSnCoTbO6,Ce,Sn,Co,Tb,3.0,2.0,3.0,4.0,0.351376,0.303055524,0.018832163922069076,-0.048320476,0.897025,3.39883,A:Ce-Sn|B:Co-Tb,magnetic_B_proxy,Multinary_Oxides
False,,,634705e6660f1387211b698d,634705e5660f1387211b698b,NiSrAlCoO6,NiSrAlCoO6,Ni,Sr,Al,Co,3.0,2.0,3.0,4.0,0.232174,0.24879103799999996,0.012610022389909555,0.016617037999999973,0.885484,3.74667,A:Ni-Sr|B:Al-Co,magnetic_B_proxy,Multinary_Oxides
False,,,634705e8660f1387211b699c,634705e8660f1387211b699a,NdY_CuZrO6,NdYCuZrO6,Nd,Y,Cu,Zr,3.0,3.0,2.0,4.0,0.128777,0.120165718,0.007769614012556869,-0.008611281999999998,0.856015,3.02362,A:Nd-Y|B:Cu-Zr,other_B,Multinary_Oxides
False,,,634705eb660f1387211b69ac,634705ea660f1387211b69aa,BaK_HfSbO6,BaKHfSbO6,Ba,K,Hf,Sb,2.0,1.0,4.0,5.0,0.00743318,0.012120452448,0.01584789948851569,0.004687272448,1.04087,3.983,A:Ba-K|B:Hf-Sb,other_B,Multinary_Oxides
False,,,634705ec660f1387211b69b9,634705ec660f1387211b69b7,SbSmCuLiO6,SbSmCuLiO6,Sb,Sm,Cu,Li,5.0,3.0,3.0,1.0,0.146181,0.155621506,0.01272724155906652,0.009440505999999987,0.800238,2.45067,A:Sb-Sm|B:Cu-Li,other_B,Multinary_Oxides
False,,,634705ed103349a28b1b6979,634705ec103349a28b1b6977,EuLaFeZrO6,EuLaFeZrO6,Eu,La,Fe,Zr,3.0,3.0,2.0,4.0,0.0169955,0.0447495072,0.008224520106257792,0.027754007199999996,0.868261,2.73155,A:Eu-La|B:Fe-Zr,magnetic_B_proxy,Multinary_Oxides
False,,,634705f1660f1387211b69e4,634705f1660f1387211b69e2,InZnAlCrO6,InZnAlCrO6,In,Zn,Al,Cr,3.0,2.0,3.0,4.0,0.150145,0.16002204199999998,0.0063405450408990935,0.009877041999999975,0.840884,4.43793,A:In-Zn|B:Al-Cr,magnetic_B_proxy,Multinary_Oxides
False,,,634705f4103349a28b1b69ae,634705f4103349a28b1b69ab,CrLaMnV_O6,CrLaMnVO6,Cr,La,Mn,V,3.0,3.0,3.0,3.0,0.200042,0.22482495,0.010796603170416611,0.024782949999999998,0.826545,3.90675,A:Cr-La|B:Mn-V,magnetic_B_proxy,Multinary_Oxides
False,,,634705f6103349a28b1b69bf,634705f6103349a28b1b69bd,DyK_FePrO6,DyKFePrO6,Dy,K,Fe,Pr,2.0,1.0,6.0,3.0,0.163616,0.163175496,0.002903767807578636,-0.0004405040000000082,0.985399,4.15679,A:Dy-K|B:Fe-Pr,magnetic_B_proxy,Multinary_Oxides
False,,,634705f7103349a28b1b69c2,634705f7103349a28b1b69c0,BaGdSmTbO6,BaGdSmTbO6,Ba,Gd,Sm,Tb,2.0,3.0,3.0,4.0,0.129433,0.08986731,0.002940048725778197,-0.03956568999999999,0.863459,4.00547,A:Ba-Gd|B:Sm-Tb,other_B,Multinary_Oxides
False,,,634705f7103349a28b1b69c6,634705f7103349a28b1b69c4,BaCeCaNiO6,BaCeCaNiO6,Ba,Ce,Ca,Ni,2.0,4.0,2.0,4.0,0.237892,0.189381532,0.005594335738331228,-0.048510468,0.916926,1.88914,A:Ba-Ce|B:Ca-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634705f7660f1387211b6a0c,634705f7660f1387211b6a09,GdZrCuMnO6,GdZrCuMnO6,Gd,Zr,Cu,Mn,3.0,4.0,1.0,4.0,0.0864768,0.1018723364,0.027132634685924015,0.015395536399999993,0.827315,2.42834,A:Gd-Zr|B:Cu-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,634705f7660f1387211b6a0e,634705f7660f1387211b6a0b,DyLaBiMnO6,DyLaBiMnO6,Dy,La,Bi,Mn,2.0,3.0,5.0,2.0,0.186307,0.183115172,0.006312599950719191,-0.0031918280000000077,0.861736,3.99911,A:Dy-La|B:Bi-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,634705f9103349a28b1b69d3,634705f9103349a28b1b69d1,SmSrMnW_O6,SmSrMnWO6,Sm,Sr,Mn,W,2.0,2.0,2.0,6.0,0.0347693,0.01194455316,0.003046639806663417,-0.022824746840000004,0.929436,3.82848,A:Sm-Sr|B:Mn-W,magnetic_B_proxy,Multinary_Oxides
False,,,634705fa660f1387211b6a20,634705fa660f1387211b6a1d,DyK_SbSnO6,DyKSbSnO6,Dy,K,Sb,Sn,2.0,1.0,5.0,4.0,0.402957,0.389597278,0.023249149049803304,-0.013359722000000018,0.973352,4.10913,A:Dy-K|B:Sb-Sn,other_B,Multinary_Oxides
False,,,634705fc103349a28b1b69ea,634705fb103349a28b1b69e8,GdY_NiZnO6,GdYNiZnO6,Gd,Y,Ni,Zn,3.0,3.0,4.0,2.0,0.0543307,0.05275286,0.004510331479834603,-0.001577840000000004,0.87632,2.52394,A:Gd-Y|B:Ni-Zn,magnetic_B_proxy,Multinary_Oxides
False,,,634705fd660f1387211b6a35,634705fd660f1387211b6a33,CaSmZrW_O6,CaSmZrWO6,Ca,Sm,W,Zr,2.0,2.0,4.0,4.0,0.103221,0.10508247639999999,0.002514632461984614,0.0018614763999999923,0.923637,3.90345,A:Ca-Sm|B:W-Zr,other_B,Multinary_Oxides
False,,,634705ff103349a28b1b6a02,634705fe103349a28b1b6a00,BaDyCeCoO6,BaDyCeCoO6,Ba,Dy,Ce,Co,2.0,2.0,4.0,4.0,0.193616,0.19213543,0.018836423572983544,-0.0014805700000000144,0.942809,3.77078,A:Ba-Dy|B:Ce-Co,magnetic_B_proxy,Multinary_Oxides
False,,,63470600660f1387211b6a4d,634705ff660f1387211b6a4b,DySbAlZnO6,DySbAlZnO6,Dy,Sb,Al,Zn,2.0,5.0,3.0,2.0,0.18113,0.17286637,0.006843472489427431,-0.008263630000000022,0.796471,4.42933,A:Dy-Sb|B:Al-Zn,other_B,Multinary_Oxides
False,,,63470602103349a28b1b6a26,63470602103349a28b1b6a24,CeSnGaMgO6,CeSnGaMgO6,Ce,Sn,Ga,Mg,3.0,4.0,3.0,2.0,0.169002,0.156561438,0.011606090504470912,-0.012440562000000016,0.845454,1.71707,A:Ce-Sn|B:Ga-Mg,other_B,Multinary_Oxides
False,,,63470604103349a28b1b6a30,63470603103349a28b1b6a2d,PrSrCuDyO6,PrSrCuDyO6,Pr,Sr,Cu,Dy,4.0,2.0,3.0,3.0,0.097469,0.0963755292,0.004643420518235794,-0.001093470799999996,0.864759,2.79586,A:Pr-Sr|B:Cu-Dy,other_B,Multinary_Oxides
False,,,63470604660f1387211b6a69,63470604660f1387211b6a67,CoSrCeSiO6,CoSrCeSiO6,Co,Sr,Ce,Si,2.0,2.0,4.0,4.0,0.303007,0.28757651199999995,0.009320091994455862,-0.015430488000000075,0.893005,4.23456,A:Co-Sr|B:Ce-Si,other_B,Multinary_Oxides
False,,,63470606103349a28b1b6a42,63470605103349a28b1b6a3f,CeLaGdZnO6,CeLaGdZnO6,Ce,La,Gd,Zn,4.0,3.0,3.0,2.0,0.146706,0.14717703599999998,0.00882647733830603,0.00047103599999998025,0.836906,2.4979,A:Ce-La|B:Gd-Zn,other_B,Multinary_Oxides
False,,,63470606103349a28b1b6a46,63470606103349a28b1b6a43,NaPrAlTiO6,NaPrAlTiO6,Na,Pr,Al,Ti,1.0,4.0,3.0,4.0,0.0652155,0.06629699580000001,0.0036870438339058555,0.0010814958000000124,0.924264,3.33028,A:Na-Pr|B:Al-Ti,other_B,Multinary_Oxides
False,,,63470607103349a28b1b6a52,63470607103349a28b1b6a4f,CeDyHfZnO6,CeDyHfZnO6,Ce,Dy,Hf,Zn,3.0,3.0,4.0,2.0,0.123971,0.12258431299999999,0.002612687740468616,-0.0013866870000000114,0.868993,2.69474,A:Ce-Dy|B:Hf-Zn,other_B,Multinary_Oxides
False,,,63470607660f1387211b6a7d,63470606660f1387211b6a7b,EuInCuFeO6,EuInCuFeO6,Eu,In,Cu,Fe,2.0,3.0,1.0,6.0,0.104035,0.109348,0.006414096783998509,0.005312999999999998,0.93849,3.44995,A:Eu-In|B:Cu-Fe,magnetic_B_proxy,Multinary_Oxides
False,,,63470608103349a28b1b6a56,63470607103349a28b1b6a53,SrY_GaZrO6,SrYGaZrO6,Sr,Y,Ga,Zr,2.0,3.0,3.0,4.0,0.0739148,0.07887369320000001,0.002663996345425646,0.0049588932000000085,0.907795,3.29213,A:Sr-Y|B:Ga-Zr,other_B,Multinary_Oxides
False,,,63470608660f1387211b6a85,63470607660f1387211b6a83,GdSrCrMnO6,GdSrCrMnO6,Gd,Sr,Cr,Mn,3.0,2.0,3.0,4.0,0.0479518,0.092857575,0.013166663117483489,0.044905774999999995,0.958403,3.15108,A:Gd-Sr|B:Cr-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,63470609660f1387211b6a92,63470609660f1387211b6a8f,LiK_CrSnO6,LiKCrSnO6,K,Li,Cr,Sn,1.0,1.0,6.0,4.0,0.453345,0.437617402,0.009872250319847042,-0.01572759800000001,0.9644,4.24813,A:K-Li|B:Cr-Sn,magnetic_B_proxy,Multinary_Oxides
False,,,6347060c660f1387211b6aac,6347060c660f1387211b6aa9,CaSrNbSnO6,CaSrNbSnO6,Ca,Sr,Nb,Sn,2.0,2.0,4.0,4.0,0.11414,0.112470188,0.003900487655565647,-0.0016698120000000066,0.9462,3.77891,A:Ca-Sr|B:Nb-Sn,other_B,Multinary_Oxides
False,,,6347060d103349a28b1b6a7e,6347060d103349a28b1b6a7c,BaNiNbTiO6,BaNiNbTiO6,Ba,Ni,Nb,Ti,2.0,2.0,5.0,3.0,0.469458,0.45872514400000003,0.02269696552257217,-0.010732855999999957,0.877432,4.37575,A:Ba-Ni|B:Nb-Ti,other_B,Multinary_Oxides
False,,,6347060e103349a28b1b6a87,6347060e103349a28b1b6a85,DyY_MgNiO6,DyYMgNiO6,Dy,Y,Mg,Ni,3.0,3.0,2.0,4.0,0.0316468,0.029006648200000002,0.004841190240992311,-0.0026401518000000006,0.876459,2.52632,A:Dy-Y|B:Mg-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,6347060e103349a28b1b6a8b,6347060e103349a28b1b6a89,NaSmTbV_O6,NaSmTbVO6,Na,Sm,Tb,V,1.0,2.0,4.0,5.0,0.143376,0.144549562,0.0053578526726357455,0.0011735619999999891,0.950283,4.16057,A:Na-Sm|B:Tb-V,magnetic_B_proxy,Multinary_Oxides
False,,,6347060f660f1387211b6ac2,6347060f660f1387211b6ac0,PrSrDyHfO6,PrSrDyHfO6,Pr,Sr,Dy,Hf,3.0,2.0,3.0,4.0,0.0229431,0.0165179016,0.0038032174512155886,-0.006425198400000002,0.866534,3.90124,A:Pr-Sr|B:Dy-Hf,other_B,Multinary_Oxides
False,,,63470610103349a28b1b6a9a,63470610103349a28b1b6a97,NdK_CrPrO6,NdKCrPrO6,K,Nd,Cr,Pr,1.0,2.0,6.0,3.0,0.241279,0.249230782,0.004270287319996156,0.007951782000000018,0.967884,3.96017,A:K-Nd|B:Cr-Pr,magnetic_B_proxy,Multinary_Oxides
False,,,63470610660f1387211b6ac8,63470610660f1387211b6ac5,FeY_AlCoO6,FeYAlCoO6,Fe,Y,Al,Co,3.0,3.0,3.0,3.0,0.0999393,0.11488878180000002,0.006622501348749669,0.014949481800000025,0.834368,3.51891,A:Fe-Y|B:Al-Co,magnetic_B_proxy,Multinary_Oxides
False,,,63470610660f1387211b6aca,63470610660f1387211b6ac7,CaInFeTbO6,CaInFeTbO6,Ca,In,Fe,Tb,2.0,3.0,3.0,4.0,0.11854,0.12095725599999999,0.005589255192114594,0.0024172559999999788,0.850882,4.20305,A:Ca-In|B:Fe-Tb,magnetic_B_proxy,Multinary_Oxides
False,,,63470616660f1387211b6afd,63470616660f1387211b6afb,BiCoAlW_O6,BiCoAlWO6,Bi,Co,Al,W,3.0,2.0,3.0,4.0,0.292621,0.23493907800000002,0.010069097759428103,-0.057681922,0.86198,3.97538,A:Bi-Co|B:Al-W,other_B,Multinary_Oxides
False,,,63470617660f1387211b6b00,63470616660f1387211b6afe,BaSnMnNdO6,BaSnMnNdO6,Ba,Sn,Mn,Nd,2.0,2.0,6.0,2.0,0.188985,0.205520162,0.01597111766810075,0.01653516200000002,0.904836,3.97013,A:Ba-Sn|B:Mn-Nd,magnetic_B_proxy,Multinary_Oxides
False,,,6347061b103349a28b1b6ae4,6347061b103349a28b1b6ae1,BaDyTiV_O6,BaDyTiVO6,Ba,Dy,Ti,V,2.0,2.0,3.0,5.0,0.221279,0.23216868200000002,0.004861117526949952,0.010889682000000012,0.987481,3.83026,A:Ba-Dy|B:Ti-V,magnetic_B_proxy,Multinary_Oxides
False,,,6347061d103349a28b1b6af4,6347061d103349a28b1b6af1,CeDyAlBiO6,CeDyAlBiO6,Ce,Dy,Al,Bi,3.0,3.0,3.0,3.0,0.269397,0.26708441,0.0029400599435980895,-0.0023125900000000033,0.846098,3.41487,A:Ce-Dy|B:Al-Bi,other_B,Multinary_Oxides
False,,,6347061d660f1387211b6b26,6347061c660f1387211b6b24,NbSmAlV_O6,NbSmAlVO6,Nb,Sm,Al,V,5.0,2.0,3.0,2.0,0.179809,0.18202680200000002,0.003151547292849976,0.0022178020000000187,0.8331,2.19402,A:Nb-Sm|B:Al-V,magnetic_B_proxy,Multinary_Oxides
False,,,6347061d660f1387211b6b2a,6347061d660f1387211b6b28,FeNaCuNiO6,FeNaCuNiO6,Fe,Na,Cu,Ni,4.0,1.0,3.0,4.0,0.223156,0.204596694,0.006920571462674167,-0.018559305999999998,0.883883,3.82097,A:Fe-Na|B:Cu-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,6347061e103349a28b1b6b02,6347061e103349a28b1b6aff,SrZrCoMgO6,SrZrCoMgO6,Sr,Zr,Co,Mg,2.0,4.0,4.0,2.0,0.149911,0.13186292800000002,0.009110256592638871,-0.01804807199999997,0.895669,2.21989,A:Sr-Zr|B:Co-Mg,magnetic_B_proxy,Multinary_Oxides
False,,,63470620103349a28b1b6b0c,6347061f103349a28b1b6b09,CeSmNiTbO6,CeSmNiTbO6,Ce,Sm,Ni,Tb,3.0,3.0,2.0,4.0,0.159531,0.16017148799999997,0.002352045356231469,0.0006404879999999669,0.895114,2.19464,A:Ce-Sm|B:Ni-Tb,magnetic_B_proxy,Multinary_Oxides
False,,,63470621103349a28b1b6b16,63470621103349a28b1b6b13,LiSmSiTbO6,LiSmSiTbO6,Li,Sm,Si,Tb,1.0,3.0,4.0,4.0,0.248168,0.24650436400000003,0.008558656327478051,-0.0016636359999999684,0.885669,4.40416,A:Li-Sm|B:Si-Tb,other_B,Multinary_Oxides
False,,,63470622103349a28b1b6b1a,63470622103349a28b1b6b18,DyPrAlTbO6,DyPrAlTbO6,Dy,Pr,Al,Tb,3.0,3.0,3.0,3.0,0.120968,0.11823084300000002,0.0026366374469331184,-0.00273715699999999,0.840623,3.5181,A:Dy-Pr|B:Al-Tb,other_B,Multinary_Oxides
False,,,63470623103349a28b1b6b1e,63470623103349a28b1b6b1c,SbTbNi2O6,SbTbNi2O6,Sb,Tb,Ni,Ni,3.0,3.0,3.0,3.0,0.242149,0.22504482399999998,0.016941879034293384,-0.017104176000000026,0.822896,3.98047,A:Sb-Tb|B:Ni-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,63470624660f1387211b6b56,63470623660f1387211b6b54,BaW_CrV_O6,BaWCrVO6,Ba,W,Cr,V,2.0,6.0,2.0,2.0,0.255865,0.237489588,0.01642315162350607,-0.018375412000000008,0.806972,2.64667,A:Ba-W|B:Cr-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470624660f1387211b6b57,63470623660f1387211b6b55,EuNaBiSeO6,EuNaBiSeO6,Eu,Na,Bi,Se,2.0,1.0,3.0,6.0,0.201555,0.201276624,0.006274264765534687,-0.0002783760000000246,0.921734,4.13501,A:Eu-Na|B:Bi-Se,other_B,Multinary_Oxides
False,,,6347062b103349a28b1b6b53,6347062a103349a28b1b6b51,SnSrFeTbO6,SnSrFeTbO6,Sn,Sr,Fe,Tb,2.0,2.0,4.0,4.0,0.152471,0.157274672,0.010519254545725658,0.004803672000000009,0.919495,3.95927,A:Sn-Sr|B:Fe-Tb,magnetic_B_proxy,Multinary_Oxides
False,,,6347062b660f1387211b6b7f,6347062b660f1387211b6b7d,CoK_MgMnO6,CoKMgMnO6,Co,K,Mg,Mn,2.0,1.0,2.0,7.0,0.586379,0.57481773,0.02118088769981089,-0.011561269999999957,0.948731,4.33447,A:Co-K|B:Mg-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,6347062f103349a28b1b6b6e,6347062f103349a28b1b6b6d,NiK_Cr2O6,NiKCr2O6,K,Ni,Cr,Cr,1.0,3.0,4.0,4.0,0.395374,0.387310604,0.02304699032561258,-0.008063396,0.9138,4.27229,A:K-Ni|B:Cr-Cr,magnetic_B_proxy,Multinary_Oxides
False,,,63470630103349a28b1b6b73,6347062f103349a28b1b6b71,BaLiNbTbO6,BaLiNbTbO6,Ba,Li,Nb,Tb,2.0,1.0,5.0,4.0,0.199093,0.15522986,0.00779674172322643,-0.043863139999999995,0.897352,4.33087,A:Ba-Li|B:Nb-Tb,other_B,Multinary_Oxides
False,,,63470634103349a28b1b6b93,63470633103349a28b1b6b91,LaNaNiPrO6,LaNaNiPrO6,La,Na,Ni,Pr,3.0,1.0,4.0,4.0,0.197415,0.20483855599999998,0.005492188587687976,0.00742355599999997,0.950228,3.79801,A:La-Na|B:Ni-Pr,magnetic_B_proxy,Multinary_Oxides
False,,,63470635103349a28b1b6b9a,63470634103349a28b1b6b98,BaLaFeNaO6,BaLaFeNaO6,Ba,La,Fe,Na,2.0,3.0,6.0,1.0,0.0589511,0.0604044194,0.004423754466569183,0.0014533194,1.00246,2.83659,A:Ba-La|B:Fe-Na,magnetic_B_proxy,Multinary_Oxides
False,,,63470635103349a28b1b6b9b,63470634103349a28b1b6b99,DyLaCrSeO6,DyLaCrSeO6,Dy,La,Cr,Se,3.0,3.0,2.0,4.0,0.301392,0.299713466,0.007876218196462054,-0.0016785340000000093,0.904234,2.09033,A:Dy-La|B:Cr-Se,magnetic_B_proxy,Multinary_Oxides
False,,,63470635660f1387211b6bce,63470635660f1387211b6bcb,GdNaCuSbO6,GdNaCuSbO6,Gd,Na,Cu,Sb,3.0,1.0,3.0,5.0,0.135473,0.13649123800000001,0.01486703269264987,0.0010182380000000046,0.950646,4.04333,A:Gd-Na|B:Cu-Sb,other_B,Multinary_Oxides
False,,,63470638103349a28b1b6bbb,63470638103349a28b1b6bb9,Eu2CrNaO6,Eu2CrNaO6,Eu,Eu,Cr,Na,3.0,3.0,5.0,1.0,0.145624,0.179936636,0.009588211522553616,0.03431263600000001,0.826872,4.13907,A:Eu-Eu|B:Cr-Na,magnetic_B_proxy,Multinary_Oxides
False,,,63470639103349a28b1b6bbf,63470639103349a28b1b6bbd,CeNaCoGdO6,CeNaCoGdO6,Ce,Na,Co,Gd,4.0,1.0,4.0,3.0,0.180447,0.212731972,0.009583253407552677,0.032284971999999995,0.883055,3.57291,A:Ce-Na|B:Co-Gd,magnetic_B_proxy,Multinary_Oxides
False,,,63470639660f1387211b6bee,63470639660f1387211b6bec,NdSrNaW_O6,NdSrNaWO6,Nd,Sr,Na,W,3.0,2.0,1.0,6.0,-0.0160102,-0.017254492700000002,0.0034848210289510494,-0.0012442927000000034,0.881484,3.60651,A:Nd-Sr|B:Na-W,other_B,Multinary_Oxides
False,,,6347063b660f1387211b6c06,6347063b660f1387211b6c04,HfSnMgV_O6,HfSnMgVO6,Hf,Sn,Mg,V,4.0,2.0,2.0,4.0,0.160866,0.15425692200000002,0.006024967357602031,-0.0066090779999999905,0.824383,4.01402,A:Hf-Sn|B:Mg-V,magnetic_B_proxy,Multinary_Oxides
False,,,6347063d103349a28b1b6be2,6347063d103349a28b1b6be0,BaCrW_2O6,BaCrW2O6,Ba,Cr,W,W,2.0,2.0,4.0,4.0,0.38647,0.349668468,0.05132784538691325,-0.03680153199999997,0.894181,4.1869,A:Ba-Cr|B:W-W,other_B,Multinary_Oxides
False,,,6347063e103349a28b1b6be7,6347063e103349a28b1b6be5,FeNdCrNiO6,FeNdCrNiO6,Fe,Nd,Cr,Ni,2.0,2.0,6.0,2.0,0.125351,0.11044736079999999,0.0052378573595166945,-0.014903639199999999,0.912222,4.2375,A:Fe-Nd|B:Cr-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,6347063e660f1387211b6c1a,6347063d660f1387211b6c18,GdLaCuV_O6,GdLaCuVO6,Gd,La,Cu,V,3.0,3.0,1.0,5.0,0.186537,0.137359736,0.009946460459313152,-0.049177264,0.906163,2.06289,A:Gd-La|B:Cu-V,magnetic_B_proxy,Multinary_Oxides
False,,,6347063e660f1387211b6c1f,6347063e660f1387211b6c1d,LiNaZrW_O6,LiNaZrWO6,Li,Na,W,Zr,1.0,1.0,6.0,4.0,0.0315425,0.02953434,0.008458653566696298,-0.002008160000000002,0.877018,4.24836,A:Li-Na|B:W-Zr,other_B,Multinary_Oxides
False,,,6347063f103349a28b1b6bea,6347063e103349a28b1b6be8,CaNdEuSiO6,CaNdEuSiO6,Ca,Nd,Eu,Si,2.0,3.0,3.0,4.0,0.218633,0.23366382000000002,0.005298876736795262,0.015030820000000028,0.922461,3.15192,A:Ca-Nd|B:Eu-Si,other_B,Multinary_Oxides
False,,,6347063f103349a28b1b6bf2,6347063f103349a28b1b6bf0,GdPrTbZnO6,GdPrTbZnO6,Gd,Pr,Tb,Zn,3.0,3.0,4.0,2.0,0.136605,0.127113688,0.002178846616072368,-0.009491312000000002,0.836359,3.7178,A:Gd-Pr|B:Tb-Zn,other_B,Multinary_Oxides
False,,,63470640103349a28b1b6bfb,63470640103349a28b1b6bf9,HfSrMgW_O6,HfSrMgWO6,Hf,Sr,Mg,W,4.0,2.0,2.0,4.0,0.118918,0.12434329279999998,0.004555125812868314,0.005425292799999981,0.857663,2.94423,A:Hf-Sr|B:Mg-W,other_B,Multinary_Oxides
False,,,63470640660f1387211b6c2a,63470640660f1387211b6c28,EuTbCrSbO6,EuTbCrSbO6,Eu,Tb,Cr,Sb,2.0,3.0,2.0,5.0,0.114664,0.123419828,0.006550202231364312,0.008755827999999993,0.883042,3.58049,A:Eu-Tb|B:Cr-Sb,magnetic_B_proxy,Multinary_Oxides
False,,,63470641660f1387211b6c32,63470641660f1387211b6c30,BiLaLiNiO6,BiLaLiNiO6,Bi,La,Li,Ni,5.0,3.0,1.0,3.0,0.0641203,0.07676291860000001,0.012432415823560873,0.012642618600000002,0.83629,0.104449,A:Bi-La|B:Li-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,63470642103349a28b1b6c0b,63470642103349a28b1b6c09,BaSmCoHfO6,BaSmCoHfO6,Ba,Sm,Co,Hf,2.0,2.0,4.0,4.0,0.275836,0.269546986,0.006708093577923618,-0.006289014000000037,1.0029,3.75388,A:Ba-Sm|B:Co-Hf,magnetic_B_proxy,Multinary_Oxides
False,,,63470643660f1387211b6c46,63470643660f1387211b6c44,DySrBiV_O6,DySrBiVO6,Dy,Sr,Bi,V,2.0,2.0,3.0,5.0,0.124246,0.129840106,0.007735322206124841,0.005594106000000015,0.878625,4.27746,A:Dy-Sr|B:Bi-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470647103349a28b1b6c2b,63470647103349a28b1b6c29,BiTbAlZnO6,BiTbAlZnO6,Bi,Tb,Al,Zn,3.0,4.0,3.0,2.0,0.0797528,0.081688063,0.0043153266389457665,0.0019352630000000065,0.841587,1.796,A:Bi-Tb|B:Al-Zn,other_B,Multinary_Oxides
False,,,63470648103349a28b1b6c32,63470648103349a28b1b6c30,MgTbAlV_O6,MgTbAlVO6,Mg,Tb,Al,V,2.0,4.0,3.0,3.0,0.0837355,0.08617345299999998,0.004979030006745292,0.002437952999999979,0.81295,4.41306,A:Mg-Tb|B:Al-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470648103349a28b1b6c36,63470648103349a28b1b6c34,BaEuBiTbO6,BaEuBiTbO6,Ba,Eu,Bi,Tb,2.0,2.0,5.0,3.0,0.0792014,0.0738606048,0.0027707405298557286,-0.005340795200000012,0.908529,3.89369,A:Ba-Eu|B:Bi-Tb,other_B,Multinary_Oxides
